,PartNumber,Description,Count,SumPrice,BookingCode,DocumentId
696,,"Dienstleistung Ölwechsel |
0.1 L MARKENOEL NACH
HERSTELLERVORGABE
5W40",28.0,53.2,E441,D9DE8D48-BF62-4EA8-8767-86CA1399D757
697,OX10,"OX1075D Ölfilter
Zubehör",1.0,13.84,E413,E3FE7FA8-87F7-4CAD-A5FE-D5CD2E055C0F
698,N0177382,"MS 12V 21/5W
MAL JA MAL NEIN, DIES PASSIERT
UNREGELMÄßIG.",1.0,3.19,L102,83CCDCE0-C92F-41FC-909E-EBCF4E556560
699,2305506,,2.0,218.88,F208,36CB5F5A-1515-44ED-B9DB-1BCD0F39029E
700,TVV205606HMB5A,REIFEN MIC,2.0,237.58,P420,A678AB67-AE8B-44E3-8DBD-CF7C0500DAC2
701,360000,SCHLÜSSELBATTERIE ERNEUERN,1.0,10.6,I104,3DE72D46-2850-4C9D-80B5-AFE349DB2BBA
702,Z052164M2,SCHEIBENKLAR,1.0,7.3,E418,EACCCDCB-7653-4254-8722-93AF4FD31848
703,906,Knopfbatterie CR2025,1.0,3.02,I104,0AC6080D-7ED7-422F-8B45-AF53E716B8A7
704,N10528301,BATTERIE,1.0,4.55,I104,90D551C8-A202-46E2-B6FA-969BEE29A1C4
705,1684934580,SATZ VON 4 BREMSBELÄGEN,1.0,161.38,F214,16246897-1BCC-426D-B2CC-1F148286E2C0
706,,Motoröl(1862),0.5,8.75,E412,7AF5C6BD-45A1-4A68-BABA-66EDC8D88FC8
707,M999999907,Motoröl(3224),6.5,113.75,E441,9042A4C5-03E9-4F2F-A908-E73616258AF8
708,3.9901-6602.2,Bremsflüssigkeit Super DOT5.1,1.0,25.97,E402,A280CA41-DFA4-4A2B-BBDE-B3BF0AB02DD7
709,986478343,Bremsscheibe,2.0,91.18,F208,0B754876-66D7-491F-B54B-379C73BE524D
710,851806,Fehlercodes auslesen und löschen,0.2,25.8,E101,375A1AA7-4C5D-4B8C-908C-AC6E79514055
711,13526485,"PKW, Hauptuntersuchung |
ÜBERZIEHUNGSGEBÜHR
HAUPTUNTERSUCHUNG",1.0,28.0,E328,DA531A7A-8F28-40FA-9A46-93959E2B914E
712,,Motoroel mit Longlife,1.0,15.8,E412,76C1BCEE-603A-4725-BCA4-D1C04A0976BE
713,1647883280,KIT 2 BREMSSCHEIBEN BELUEFTET,1.0,284.71,F208,83188D71-5059-4356-BEA1-A5A86698A18E
714,2099515,BATTERIE 70AH700A EFB,1.0,232.61,C201,EF7F9435-83F3-4D0C-8FC1-AC9F6294745C
715,1194,MOT.ÖL 5W30 SPECIAL TEC LL,9.8,202.86,E440,19AFC907-A817-41E1-90B1-AE9020E2D0D9
716,OX81,"OX813/2D Ölfilter
Zubehör",1.0,20.65,E413,1F22D541-56E4-4FA8-A568-FE7844DD64B8
717,FT0015,"DEKRA Komplettinkl. Abgasunter
suchung",1.0,174.8,E326,CE7E8EA3-0C58-4763-80D4-829553E8BCA3
718,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.5,59.5,E249,0A878741-473D-4589-B209-8C3B5B4D948A
719,14800404,"Dienstleistung Ölwechsel |
ARBEITSWERT
OELSERVICE |
ARBEITSWERT
OELSERVICE",60.0,97.8,E211,7AAFAEE2-69A6-452E-9A1E-A1643347DBFA
720,G052164DS,SICHTKLAR,1.0,4.55,E418,947716AF-5B73-464D-814E-8FDEAFE47C76
721,AZ11320,UPGRADE WÄSCHE,,14.2,X191,0072A1DB-39EB-4AF4-8561-FB3249692368
722,4998,TÜV incl. AU ohne MwSt (durchlaufender Posten),1.0,153.0,E326,D146CEF5-B301-4C44-A6EC-5A362C5F5E7F
723,-30L,0W-30 1 LITER FLASCHE,1.0,21.5,E412,9294DE1D-37CF-405E-B2CC-758481EA565A
724,26931933,Partikelsensor aus-u.einbauen,0.4,54.0,G315,1E7B65C3-FD80-4307-9D0A-03FBE395DF3E
725,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",0.4,1.4,E416,36B4265D-BFB6-49A3-A764-4604759BB7F0
726,1-EBC-345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,163.0,E326,11053AC7-B7FF-47C8-B4DC-83A02DFDFE39
727,DEKRA2,"Hauptuntersuchung inkl.
Vorführung zu Abgasinspektion
Arval Leasing ohne Aufschlag ""1""111111tIlif",1.0,153.0,E326,EFF869F6-8A3A-4C11-B6AD-092F793D74BB
728,1-EBC-345,"TUEV-
NACHUNTERSUCHUNG",1.0,16.8,E309,AB6D791E-D3BC-4946-BE78-66D61E3CF7FB
729,D_GESETZL.HU,"DURCHFUEHRUNG DER GESETZLICHEN
HAUPTUNTERSUCHUNG DURCH
PRUEFORGANISATION",1.0,117.5,E319,D25C61F4-2800-440C-9ECF-49FC08308CD2
730,2490405,BATTERIE,1.0,232.61,C201,8B61A75F-D2F0-41EA-9C51-13F1F433EA9E
731,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",25.0,8.5,E416,BD63B6E5-4BEF-4DF1-8C53-934F385B9D13
732,7018300015,"Treibstoffe (Service Artikel) |
1 LTR ADBLUE LIQUID",10.0,32.5,A101,13E11A72-CDAD-46C3-BB10-60D7D6F21E51
733,SLM,Fehlerspeicher ausgelesen,0.4,40.8,E101,F2DE11FE-C144-4FAB-BA98-A1E34552D8A9
734,OEL17,OEL0W20,0.5,10.5,E412,658E517D-6AA5-4F1F-A800-DACF184D969C
735,DGESETZL.HU,"DURCHFUEHRUNG DER GESETZLICHEN
HAUPTUNTERSUCHUNG DURCH
PRUEPORGANISATION",1.0,117.5,E326,122F3111-2FE5-459C-AE47-92A92D1CB031
736,6121509,Bordnetzbatterie nachladen,1.0,17.64,G116,FF424938-1CEF-494E-8FC5-3484CED413B6
737,290990,Diagnosegerät anschließen,0.1,10.5,G109,0709F3F6-A1C1-4BA4-AB1A-84BCFDB0E548
738,1-74X2GY,Motoroel mit Longlife,5.5,86.9,E441,3B1047D6-2854-4860-93B2-EC829DDF1013
739,2420150,Bremsbeläge vorne ersetzen,0.8,88.8,F214,16246897-1BCC-426D-B2CC-1F148286E2C0
740,26883550,REDUKTIONSMITTEL GEPRÜFT U.ERGÄNZ,,15.5,A101,474433A6-18E5-480D-A3D2-9ED5E5505A82
741,90541381,BATTERIE,1.0,5.63,I104,113CF110-8BE3-4F99-8195-F91016E73189
742,14800501,"PKW, sonst. Autoservice |
ARBEITSWERT
INSPEKTION",102.0,173.4,E211,7CCD0EFE-CC54-4820-9D19-7640C5B6F8AE
743,2490405,BATTERIE,1.0,232.61,C201,B4417A94-E32B-486E-AF3B-6034D25C284B
744,36115B4E8D3,205/55R17 95H RDC,4.0,983.2,P706,D627474C-EABA-4E93-9C9C-329FBDD4EF86
745,312110,BATTERIE PRÜFEN,0.4,48.8,C103,E2CF2974-5730-4546-A6BE-A9A5146A9928
746,1152,"Montagepaket mit
Entsorgung PKW (Montage",4.0,68.0,P165,3F9DDB2A-5400-4D9A-9310-716FFBDC005E
747,27068950,Batterie geladen,0.1,8.99,G116,E433C48E-78A4-4A61-9A7C-1CC8698AC9B4
748,19010100,KÜHLSYSTEM GEPRÜFT,20.0,29.0,R210,4D0F2743-6FC7-4322-A7D8-BB5C970D8F9E
749,1103786,DEKRA-Gebühren HU,1.0,102.5,E319,F27BBD05-7515-4B1B-AA6A-5C12B7980E1B
750,6032,"Batterie | BATTERIE
CR2032 3V",1.0,3.98,I104,3D578324-0532-41DE-9D37-64204A013651
751,83125A85517,Scheibenklar mit Frostschutz,1.0,5.14,E416,684AD644-7C66-448A-919D-46F24C75EECE
752,999999907,Motoröl(1862),1.0,17.5,E412,0A442F9F-364C-41B6-BFE3-75B703A85A98
753,66585520,Heckspoiler ersetzen,,66.0,Q139,9DB80DE2-A1EF-49E5-B79D-31DF81CEEA78
754,1,Scheibenreiniger,1.0,6.68,E416,474C78E5-EC2C-412B-9A9F-A9489E0F7C73
755,1675652380,KUEHLERFROSTSCHUTZ,1.25,6.97,R106,F1DD33ED-E1BD-4B3B-AD08-9B67A3887298
756,52590910,MITTLERE BREMSLEUCHTE AUSTAUSC,0.2,19.6,L103,9D71DEF3-E2C7-498D-915C-F69FB46EB08A
757,ZM4403GF,"RÄDERWECHSEL MIT EINLAGERUNG
ARVAL",,70.0,P149,00768E60-C768-496A-827E-5A4706AB9AB3
758,312141,Batterie aus-und einbauen,0.3,31.5,C201,EE6282DF-C108-45B9-BEC0-3612F3C33A4C
759,27061900,Batterie aus-u.eingebaut,,50.0,C201,8703517F-56D6-4DFA-84E3-F0FF6F8962C7
760,SLM,Inspektion 12 Monate,0.8,80.0,E211,26A6A97A-4AD0-4121-AB60-21747AE339B7
761,NL00201,Hol-und Bringservice (bis 10km),,74.79,X608,EAADE023-DF65-4FF5-AF38-C2A5566BFE8F
762,10831900,ABDECKUNG AUS-U.EINGEBAUT 062,,36.8,M113,69D0768B-7073-40C8-88ED-D29AF367CA49
763,340023,TÜV-Gebühren HU + AU,1.0,150.0,E326,C754062A-A54A-4F7C-B883-22912AF1DD9C
764,,0W-20 LL IV,1.0,18.73,E412,44298E76-CD78-4205-AD36-A743A3A28AFE
765,27065550,Batterie ersetzen,,13.5,C201,6C03D522-045C-4DE9-8F3C-8CCD5172A076
766,100002,2 Reifen montieren,,31.09,P165,2DD81EDB-639C-459E-92A8-348B804F41CB
767,16027061900,BATTERIE AUS-U.EINGEBAUT,,44.7,C201,FF01079C-20C5-4F1F-B478-A614482FCEA8
768,44003299,Komplettmontage 2 Räder,,53.78,P165,49AFAC8F-787B-40A3-8004-DCAE58628246
769,14800501,"PKW, sonst. Autoservice |
ARBEITSWERT
INSPEKTION |
ARBEITSWERT
INSPEKTION",78.0,127.14,E211,51058AF2-B69E-4D91-9B32-EE6F6CA57635
770,28705654,Zündkerze(-Satz) erneuern,4.0,40.8,E427,20177DCE-01FE-4137-8033-359847BE513E
771,9163329,Kühlerfrostschutz,0.3,2.48,R106,2FB22D63-589D-47B5-8830-34EC37951821
772,Z201,"Räderwechsel inkl. Einlagerung und
Radwäsche",,100.0,P149,7DA10F3A-ED6A-4FDA-B67A-759D30D087D2
773,2490405,BATTERIE,1.0,232.61,C201,C5AB3B26-94DE-4C4F-8A1B-5AA5F0D88AED
774,9D047210,DIAGNOSE-4 FEHLERSUCHE,0.4,54.4,G109,8C320AFF-BA26-4347-8517-E788AD0BE32B
775,915089AC,"BATTERIE
-PRÜF, WAS DEF.",1.0,215.8,C201,D3F21C66-B72A-4FDD-A533-9C08163BEFA0
776,HT1,"DURCHLFD. POSTEN HU
INKL. ABGASUNTERSUCHUNG",1.0,154.5,E326,A1F0ED0F-ECCC-4F8B-BA5F-8E485BE8D3DC
777,27065550,BATTERIE ERSETZT,,16.9,C201,62811A7C-F2AA-4992-8070-E9247F0A7935
778,1500000,"GFS/GEFÜHRTE FUNKTION.
MOTOR ÖLDECKEL WAR NICHT RICHTIG
VERRASTET.
Beanstandung: Dampf Rauch kam aus der
Lüftung und vorne re. aus dem Motorraum.
Bei unseren Arbeiten haben wir festgestellt:
Felge vorne rechts: Schaden",,44.1,E102,220A00C3-DA60-4755-A9D9-F43926F1415E
779,1672030780,BR FLUESSI,1.0,13.8,E402,7ED24A74-A117-4A64-92C1-C97CFDC2B741
780,3528706971310,"225/50R19 100VXLS1E
PRIMACY",2.0,360.75,P320,36910862-EC29-4175-B625-66D0479C91F3
781,1158,"Paket Reifenreparatur
PKW/SUV (Reifenrep",1.0,24.7,P168,F0816409-2A9B-46C6-B3A3-5160D7C1EF4F
782,2744487,DICHTMITTEL-FLÜSSIG,1.0,22.97,E421,9E7F6EB1-286E-424E-A92E-150E6F8EAE1C
783,G052164DS,"Scheibenreinkonzentrat
Menge 1 = 1 Liter
Scheibenreiniger-Konzentrat",1.0,7.9,E416,DD867F0E-8C0D-4A83-A819-30AC55BF3B6C
784,,"TITAN GT1 FLEX 952 0W-20
Fuchs JE LITER",5.5,112.75,E441,31408F0D-3FFF-40FF-8D34-B6FF62F37808
785,1647883380,BELÜFTETE BREMSSCHEIBE,2.0,355.24,F208,3E4550DC-5110-42D5-8443-255E8314B715
786,27068950,BATTERIE GELADEN,,12.8,G116,B285F35B-81B6-425F-8DCA-29BA67439C8B
787,801815,Batterie laden und testen,0.3,37.38,G116,92DB54DC-1501-4A55-AA24-E8CCDA02B15A
788,915089AC,BATTERIE,1.0,215.8,C201,EAA3CAA2-8AC5-4614-A1E6-8F3101235ED2
789,5LA054412F,LADEKABEL,1.0,284.87,W501,9C793B7D-3664-4FC0-953F-B0711A14F73B
790,2080255,GLUEHLAMPE,10.0,1.74,L102,9C30F5DD-C7B2-436F-A0CE-4043AFBE054E
791,1340010,"Wartungsdienst nach
Herstellervorgabe (siehe
Wartungsplan): Inspektions-
Service ohne Ölwechsel
durchführen",11.0,112.2,E220,B8BB3CB9-166A-4A59-8E52-970E8683810F
792,83122413061,Scheibenklar mit Frostschutz,1.5,5.29,E416,41EBBC1D-162D-4BE2-A1AA-40B340932C7C
793,312111,Batterie prüfen,0.2,23.8,C103,08EFADEF-32E3-4C1B-B132-28394DCDA3BA
794,93840000,URSPRÜNGLICHE WARTUNGSARBEIT,0.5,69.65,E249,1E522C88-9ECA-41B1-B752-C3366168B76D
795,1EBC345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,100.0,E318,F8952199-5E2A-4BE3-B726-4DFD1FCAF374
796,RE15F60B,MOTOROEL F0W-30,0.5,10.5,E412,625D03E4-7115-4E7B-8E78-56C2B5CCA87C
797,OX10,"OX1075D Ölfilter
Zubehör",1.0,13.84,E413,A1D49151-6824-4479-AB1D-E8571FE9A08C
798,9D047210,DIAGNOSE-4 FEHLERSUCHE,0.4,51.6,E102,3559300A-DA9C-463A-A240-F877A7E4D34E
799,24012803181,"Bremsscheiben |
Bremsscheibe
24.0128-0318.1",2.0,399.42,F208,15D45BC5-7F4B-4B67-B180-0076061F15D5
800,36001,Fehlerspeicher auslesen mit VIDA,,24.26,E101,5116DEEF-2863-4E13-A789-8AB35B8DA1D1
801,1686610780,REIFEN MICHELIN PKW SOMMER 2,2.0,243.9,P320,155533F7-2215-4270-B1C8-D4B8B8984778
802,190677,BATTERIE,1.0,4.38,I104,F1DD33ED-E1BD-4B3B-AD08-9B67A3887298
803,FL900164,Hol-/Bringdienst,1.0,25.0,X608,AE00F3A1-99B6-438C-A618-1FCA84C9B178
804,43930004,"VERBANDTASCHE NACH
DIN 13164",1.0,8.73,X534,19AA5CBA-1EAF-4CA5-9D1B-DE3995FDF82C
805,4041510,Batterie-Austausch,0.3,33.6,C201,A760CC80-086C-41CE-8FB6-4B76E471C6B9
806,330901,Stickoxid-Sensor (N0x) aus-und einbauen,0.3,28.83,G315,20FFD42D-371F-445D-BDBB-55F97C323E3B
807,83125A1A167,Scheibenklar mit Frostschutz,1.0,9.9,E416,3061D9EC-997F-4F1A-B0AE-C06F03D52F9E
808,AVDIAG,Diagnose,1.2,174.0,E102,61784A9D-1DFF-4D7F-832E-7A8ABA731A92
809,4069790,Öldruckschalter erneuern,6.0,69.9,G227,1D1FD7F2-F825-438A-8AC2-3E4F9B594B7C
810,47157455,"Fehlerspeicherabfrage
durchführen",0.25,26.25,E101,A510F687-3800-4BC4-8FCB-FA55D3E249D2
811,93840000,INSPEKTION DURCHGEFüHRT,5.0,60.5,E249,D2D42757-1547-4FB6-813F-C23198FCA4B4
812,SLM,Service Leistung Mechanik,1.0,125.0,E211,230795B9-32B4-4815-987F-5C03D5424DD9
813,Z096122DS,SCHEIBENREINIGER,1.0,3.2,E418,9E930F97-C3E3-44F3-B0F1-0B2BBA90D10A
814,1-EBC-345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,99.0,E318,28EC4859-BC92-4436-AA67-1711FD52AAFE
815,9538479,Scheibenklar,1.0,5.9,E416,9E74216D-7F4D-4C08-A2D2-F209575B921B
816,27060150,BATTERIE GEPRÜFT,,11.8,C103,009044C8-BC19-4C20-A2AD-E638A0F062F6
817,263502M100,OELFILTER SERVICE-SET,1.0,25.44,E413,D9E63FF7-7B68-4A90-8C14-836F2702E8F9
818,OX1340D,Ölfilter,1.0,15.28,E413,3B1047D6-2854-4860-93B2-EC829DDF1013
819,19206502,"PKW, Hauptuntersuchung |
HU/AU Fremdleistung
Prüforg., 3.1.1.1 A. VIII
StVZO (BW)",1.0,154.0,E326,62B8859C-8C6C-4BC9-995C-BDC414E06565
820,27061900,Batterie aus-u.eingebaut,,40.5,C201,1578088F-826D-496D-B127-52E334949A81
821,14802156,"Dienstleistung Ölwechsel |
0,1L SHELL HELIX ULTRA
PROF.AF-L 0W30",10.0,15.0,E412,391F3ACC-D5A6-4ADE-981D-BA5B9CE7574F
822,915089AC,BATTERIE,1.0,286.0,C201,01BDFFE2-8D01-461D-BBC0-4090C3A4277C
823,VS99998888310,Versandkosten Winterradsatz,1.0,167.23,P108,2B38EDD6-B0FA-4ED7-9A24-04C03EFD3A19
824,F026407143,Ölfilter,1.0,13.6,E413,20177DCE-01FE-4137-8033-359847BE513E
825,SLM,Fehlerspeicher ausgelesen,0.4,40.8,E101,BCE06AAF-265C-4372-8237-C7F82581FE97
826,1EBC345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,171.96,E325,7300EC70-9DA9-4664-9E60-21E1B7DF17AD
827,6032/BLISTER/1#VVARTA,VARTA ELECTRONICS CR2032,3.0,10.06,I104,93E0C158-690D-4AE4-907B-DA479371630B
828,OX10,"OX1075D Ölfilter
MAHLE
EAN: 4009026957998",1.0,13.84,E413,D779490A-5476-4E13-A727-538037869B9E
829,4038526043337,"205/55R16 94V XL
VECTOR 4SEASONS GEN-
3",4.0,366.96,P511,178A2555-B276-475A-AE1E-E7A0CE93B6CD
830,27061900,Batterie aus-u.einbauen,,41.34,C201,178F1762-9ABC-4F7F-A29F-58DFFE208EB2
831,1500060,GFS/Geführte Funktion.,,67.92,E102,78AA090C-668E-48CC-BC3D-F9450A0721E2
832,W-30,"CASTROL MARKENÖL 0W-20 NACH
HERSTELLERFREIGABE",4.3,61.12,E441,745E4884-4709-4240-B7C9-BABCFE24F8A5
833,27060100,Batterie geprüft,,28.2,C103,AFC0CEEB-D016-4F64-B780-88F40971E007
834,P1,"40-2440 4 REIFEN ERNEUERN
40-2070 4 KOMPLETTRAEDER STATIONAER
40-2181 ZUSATZ ZU RAD AUSWUCHTEN :
40-5075 REIFENDRUCKKONTROLLSYSTEM",,80.67,P165,D92FF200-0F5A-44A1-9746-68EC94782A15
835,LR146854,Sensor-Partikelerkennung,1.0,182.24,G315,375A1AA7-4C5D-4B8C-908C-AC6E79514055
836,13626520,"Dienstleistung Ölwechsel |
0.1 L MARKENOEL NACH
HERSTELLERVORGABE
0W30 | C-Tec Special C2
0W-30 (1L) / MASTEROIL /
0010030030600 /
4260592073554",66.0,99.0,E441,51058AF2-B69E-4D91-9B32-EE6F6CA57635
837,99999999,FZG.AUFBEREITUNG DURCHGEFÜHRT,,49.9,X105,F61249F1-362D-449C-B252-AE42827C4AE9
838,786410010,Batterie,0.7,112.0,C201,6C3E1721-5B31-4694-B119-111AA9A8EC45
839,83125A1A167,Scheibenklar mit Frostschutz,1.0,9.9,E416,E2AB1557-7183-42C7-8A97-B7BAD8ED0B98
840,541138,"Bordnetzbatterie erneuern
(nach Kurztest)",7.0,133.07,C201,D23FEE57-F59C-4376-97E8-3DFC752DF04E
841,14802148,"Dienstleistung Ölwechsel |
0,1L HELIX ULTRA ECT
C2/C3 0W30",55.0,104.5,E441,C7D24A4C-752A-4674-8424-74F414C5B9B8
842,27065550,Batterie ersetzen,,14.8,C201,01BDFFE2-8D01-461D-BBC0-4090C3A4277C
843,986494660,"Bremsklötze |
Bremsbelagsatz, Scheib 0
986 494 660",1.0,89.25,F214,8653B39D-8DE3-498E-9745-A7FABE9B6EBE
844,1EBC345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,158.0,E326,A7019136-9667-4011-9F3D-081368D75435
845,83125B5ED57,"BMW Scheibenklar mit
Frostschutz",1.0,5.22,E416,007AC1A9-8E07-43B2-9751-01C20C733535
846,VO36001,"Fehlercodes ablesen/zurückstellen
VST/ VCT",0.2,22.32,E101,CDA3D6D6-BB96-442C-B5D7-23EB395E934A
847,9911017,"MONTAGE WINTERRÄDER / EINLAGERUNG
SOMMERRÄDER INKL.REINIGEN,
SICHERHEITSCHECK UND WAGENWÄSCHE
-> FACH 070105",0.7,96.55,P149,791EA0DB-E4E0-4E08-9567-D2FDFD87AFEF
848,G052164DS,SCHEIBENKLAR,1.0,2.5,E418,DC3E3551-B3ED-401D-AE7F-78A967595119
849,Z-RAD02,"Saisonaler Räderwechsel inkl.
Einlagerung",,79.83,P149,FAB31FC5-51B9-4BE8-9F28-8EB7166A309D
850,14800501,"PKW, sonst. Autoservice |
ARBEITSWERT
INSPEKTION",66.0,107.58,E249,DC27CE25-658C-4AA8-952A-0B63379E165A
851,1688983980,(ACC) SATZ TEPPICHMATTEN,1.0,34.74,Q213,DBF40383-0606-48B6-B61F-0EBF3D64EF9D
852,TE2032,BATTERIE,2.0,8.54,I104,E6243B51-24A3-4787-A0A3-E3D6DB799F57
853,MDI,"***************************************
Diagnose MDI mit Basisdokumentation
***************************************",4.0,32.77,G109,A3E1D10C-76E3-45A4-9310-3C7AAAAC9B70
854,2446902,"Bremsbelagsatz,
Scheibenbremse Q+ VA",1.0,104.72,F214,2D4C4B54-46D2-48B2-975B-27D97D82BAEB
855,6,Fahrzeugtest durchführen,4.0,61.84,G109,4B44D844-2C92-41CD-BCE5-3D08358407A9
856,1085270,SCHLÜSSELBATTERIE,1.0,6.89,I104,F897BD61-D0AF-48D7-945C-53F5DD3766F0
857,,Nachfüllöl,1.0,18.73,E412,F6005746-DF5C-4143-A9BC-7CC6B308FE51
858,27068950,BATTERIE LADEN,,11.7,G116,2E480235-F09A-4A64-946C-2695D243E031
859,C0012159,"Überprüfung nach §29 STVZO
(HU+AU)",,19.5,E310,7CF1CF20-315F-461F-802A-A5C4222EBA3C
860,312110,BATTERIE UND LADESYSTEM PRÜFEN,,51.2,C103,DC340560-3A0E-4FB7-8870-713859D111FE
861,1675652280,"MOTOROEL 0W20
0V0401547-A20",4.8,86.4,E441,6F4E221D-8E94-4F24-9AC0-310C979F4FB4
862,4041510,Batterie ersetzen,0.3,24.0,C201,7696F693-7798-4645-9558-4B96F96E32EC
863,M999999909,Scheibenreiniger(1893),3.0,17.1,E416,E2D982EF-68D1-4CE6-AF25-61664F01B02B
864,2099515,BATTERIE EFB 70AH700AMP,1.0,232.61,C201,A285BAD1-39D7-4C9D-A0A2-8DEAD4F18EE4
865,G1956515,195/65R15 95V GOYEAR VEC4SEASON,2.0,202.0,P511,09B23DC9-B649-440E-9805-3A7B75D67EF2
866,9999SF,SCHEIBENKLAR,0.5,1.35,E418,97CFD864-5CE6-40EE-9854-D10B101780F2
867,ZPRE181,"1 Reifen ersetzt ab 18 Zoll (Enthält 1
Rad montiert, gewuchtet & aus-und
eingebaut zzgl. Material)",,30.0,P165,11F84CAE-6A92-44A9-9150-5C56FC945AD3
868,CFA0139954218,BATTERIE,1.0,3.72,I104,7EC8E90A-8EA6-48A9-8B67-86DBAD62BDD7
869,1680583880,KIT BREMSE HI SCHEIBE+BELAG,1.0,293.82,F206,3C867E19-1658-4629-96DC-1ADF39CA80C1
870,2385498,BATTERIE,1.0,199.37,C201,4C9C0497-85D7-45DE-A650-0B1601B3BF33
871,93840000,Initial Servicing Operation,0.5,57.5,E247,E2572EDD-2930-407F-B690-1EC17FCBC605
872,Z44444490,"4 Räder wechseln, waschen und einlagern
Saison",,92.35,P149,602DF0C2-1D82-492D-9D3D-3A9D4ADA8E7A
873,93840000,INSPEKTION DURCHGEFüHRT,5.0,61.0,E249,AAAD6385-AC39-4D83-ADEF-8927A8D3A039
874,290990,DIAGNOSEEINHEIT ANSCHL./KOM. HERST.,0.3,52.8,G109,A5CCDAEC-8AD5-4091-9958-EBBCCF51729A
875,1340010,"Wartungsdienst nach
Herstellervorgabe (siehe
Wartungsplan): Inspektions-
Service ohne Ölwechsel
durchführen",11.0,112.2,E220,F99F874D-28CF-43F0-A821-A65F03D8F2A4
876,M100000557,Frostschutz(3356),0.5,5.75,R106,1750BE04-7687-48EC-B8AC-FF99899CD67D
877,915089AC,BATTERIE,1.0,215.8,C201,2EA45FD6-19D9-496E-A8B6-C38FCFA50C41
878,1680791780,"SATZ VON 4 BREMSBELÄGEN
VO",1.0,163.23,F214,3E4550DC-5110-42D5-8443-255E8314B715
879,W20F,"VW ORIGINAL MOTORÖL
Viskosität: 0W-20 VW-Norm: 508.00/509.00",2.0,37.46,E412,AE83B323-7B01-45C2-B381-E9ABDB3DC90D
880,F026407299,Ölfilter,1.0,12.32,E413,3837FF6E-EC4A-46A5-856E-0A1530E8C643
881,312144,Batterie erneuern,,17.0,C201,77999121-E3CF-4320-9313-37E020F79CA4
882,27061900,Batterie aus-u.einbauen,,52.08,C201,04B0D80E-895D-461A-B774-537484758FE9
883,S100002950,AdBlue auffüllen Arbeitslohn,1.0,15.2,A101,9EEC6B5A-610F-4E42-A1AD-AF0286CDF6DD
884,122240,"Bremsscheibe Vorderachse
beide Seiten erneuern",10.0,102.0,F208,A65FFA98-BB88-4DBA-B7BA-8C36153FAE45
885,OC1397,Ölfilter,1.0,15.6,E413,9042A4C5-03E9-4F2F-A908-E73616258AF8
886,3611534E8D3,205/55R17 95H RDC,4.0,983.2,P706,AB5DA1ED-1CDD-4C85-9928-2DC9CE9B7FE4
887,803208EU,WASCHZUSATZ,1.0,4.53,E416,185BB2DB-426F-4F81-8F23-2D25B39141E5
888,FT0015,"DEKRA Komplettinkl. Abgasunter
suchung",1.0,155.0,E326,64AC1E2B-F938-4455-BDC7-6A971DFBC27A
889,1500060,GFS/Geführte Funktion.,0.3,40.5,G109,661FA997-665D-43C6-92FB-8E6DC7AADBDE
890,16050600,ANTIFROST KONZENTRAT,1.0,4.5,E416,1FF8D6FE-BA1A-4D77-9F74-ABEF837621CE
891,12027060100,BATTERIE GEPRÜFT,,31.93,C103,6912DA04-F65C-4CC0-9E69-0211658F885E
892,4026050,Sensor Stickoxide ersetzen-Position 1,0.6,72.0,G315,024097DB-E575-43EA-8B8F-5C3C1BE34B02
893,55506886,LAMBDASONDE ZUR ABGASREINIGUNG,1.0,261.55,G315,357EDEE4-F70A-4C2E-BBC0-2977BD3635E8
894,1EBC345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,100.0,E319,03A96A30-EF31-4383-9E66-01DA63927926
895,1500060,GFS/Geführte Funktion,,144.5,E102,8F714E1B-4DFC-4335-BC76-77CF24E9455F
896,14800480,"PKW, div. Dienstleistungen |
0,1 L
SCHEIBENFROSTSCHUTZ",20.0,6.8,E416,860A76E8-D2B7-4DF3-8F71-04ADE604BF93
897,1EBC345,"TUEV-ABNAHME / HU
NACH Para. 29 STVO",1.0,126.05,E325,502E4518-58D2-4A3D-99C8-B54E8F2BCAE0
898,HU5003Z,Ölfilter,1.0,20.95,E413,C01E36BD-915C-4CFD-B477-B8338F9A1A83
899,,"Dienstleistung Ölwechsel |
0,1L SHELL HELIX ULTRA
PROF.AV-L 0W20",15.0,22.5,E441,D841521F-CC0C-4EB5-B94D-19CA938A3F29
900,N10528301,BATTERIE,1.0,3.41,I104,7946E27B-21C5-4009-B638-DF12D7CC2E92
901,100000558,"Frostschutz,
Scheibenreinigungsanlage(1
863)",3.0,14.7,E416,7AF5C6BD-45A1-4A68-BABA-66EDC8D88FC8
902,312140,Batterie erneuern,5.0,51.0,C201,816EAF35-1348-4970-BECC-A52A9CBD6E67
