,PartNumber,Description,Count,SumPrice,BookingCode,DocumentId
939,SCHEIBF,Display frost protection,1.0,3.6,E416,D1794734-2936-4EA6-80A7-47016899E0B6
940,1152,"Assembly package with
Disposal of cars (assembly",1.0,17.0,P165,BF35C210-D2AC-4460-8835-E3DE7BADB0A4
941,1EBC345,"Tuev acceptance / HU
To para.29 StVO",1.0,158.99,E325,8FD3FE76-F7DE-4173-BA6E-23BE40C11F8D
942,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,153.0,E326,01100E1A-9CDB-443E-A695-BB0FC2B4148D
943,1611909180,Disc wash fluid 20 ° C (1 l),1.0,2.98,E416,51EA7910-AFCB-4C86-B012-A04062DE914B
944,2463,"Battery remote control
renew",0.1,11.0,I104,9EEC6B5A-610F-4E42-A1AD-AF0286CDF6DD
945,ZSBO305,"Seasonal wheel change with storage
(one season)",,97.47,P149,9D2424DD-1B14-4010-B982-BD795A3577CF
946,ZM4403GA,"2 tires mounted and balanced
Arval",,21.0,P165,3F8B4B3F-72D3-4962-8C1F-ACE06C85003F
947,72350LBATT,Device battery,2.0,15.0,I104,60736562-DB56-4996-B800-F0BABC3CB08C
948,100244,TÜV fees Huau,1.0,150.0,E326,010440E8-909A-4261-B69B-DF242B0F10D0
949,2099515,BATTERY,1.0,245.53,C201,3953A310-6AD3-458E-A8D7-F057206AC017
950,99999999,Oil level tested and supplemented2,,14.0,E405,1B3540B8-3503-43A9-B63D-C7144F5C1D10
951,14800480,"Car, various services
0.1 l
Display frost protection",40.0,13.6,E416,A9E17501-EA75-44C9-9E03-E4DD2471EDF3
952,83122413061,Disc clarification with frost protection,2.0,7.06,E416,6018E231-ECE2-4A7C-B695-E049D18DBC8A
953,83125A85517,Disc clarification with frost protection,1.0,5.14,E416,357C0742-38FF-46BF-82A4-A030CA687D77
954,,Motor oil (1862),1.0,17.5,E412,A71DDF91-8AEF-4051-AFFC-1ECD34BB83EB
955,TSCHUTZCO5016,Display frost protection concentrate,2.0,9.4,E416,44269C8A-2930-495F-B37D-E071DE6446AC
956,11001A,Renew the engine oil filter,0.7,72.8,E413,9042A4C5-03E9-4F2F-A908-E73616258AF8
957,10911017,"Complete assembly car |
Complete assembly 15
Up to 17 inches",1.0,17.0,P165,8997DD5A-A8E9-46FB-8118-9C26CD2CA70D
958,,"157515 engine oil
Accesories",4.0,60.0,E441,13E646B2-0385-434A-A4CD-1F32DCB6A5A0
959,17027065550,Battery replaced,,14.9,C201,FF01079C-20C5-4F1F-B478-A614482FCEA8
960,91752002,"4x sensor f parking aid
u.",,201.5,I513,4C1B59D4-F0A8-41EB-B5BC-99BE03D44034
961,93840000,Original maintenance work,0.5,59.5,E249,5B6F47D7-6746-4011-8A7C-A566CA275391
962,F026407268,Oil filter,1.0,13.92,E413,A9D6769D-B561-4D54-9AC0-A34A9CC41F3C
963,123,"Brake light replaces including
light bulb",0.3,25.5,L103,62E7E6B4-2484-488F-8591-5A79095F8781
964,P4401,Change of wheel including storage,1.0,94.12,P149,A2E7575A-7FF0-4C0F-AB90-7B61A3526775
965,1607973,"Lamp Glassockel 5W
Total 1) License light lamp defective",1.0,1.48,L102,BF2485F8-B7D2-42AD-9278-FC36E85D8326
966,701-8300015,"Features (Service Article) |
1 LTR Adblue Liquid",11.0,35.75,A101,B171737B-2AA7-4291-8FD4-E1AEEE93DC24
967,72350L-BATT,Device battery,1.0,6.0,I104,C8E79BB9-28CE-4465-97BD-EAB251EE6A6C
968,27061900,Battery removed,,67.6,C201,62811A7C-F2AA-4992-8070-E9247F0A7935
969,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,19.5,E309,1627CD45-8395-4F7A-936E-9BF4865033FD
970,9816245480,Russ sensor,1.0,463.24,G315,8C320AFF-BA26-4347-8517-E788AD0BE32B
971,915089AC,BATTERY,1.0,215.8,C201,BBFDFB32-1259-4688-B832-052F77678644
972,14800484,"Service brake | 0.1
LITER
BRAKE FLUID",10.0,15.0,E402,12A51CBF-DED9-44BE-AD59-77656E8DDC5E
973,27061900,Complete the battery,,40.5,C201,D5719FAC-D072-4F66-B75D-9DF80D598E44
974,F026407268,"Oil filter |Oil filter
026 407 268",1.0,12.88,E413,7AAFAEE2-69A6-452E-9A1E-A1643347DBFA
975,3323000,"Frost protection,
Panel cleaning system
AntiFrost+clearance",1.0,5.03,E416,F7FFC843-52E3-44A1-8ACA-113D7471129D
976,FL0003,Ratio,1.0,30.0,X608,7F1D1461-0FA1-4561-BE11-C5ED18F1F718
977,5010OW-33,Longlaid,1.0,18.73,E412,8F7E5DC2-F4E5-46FA-885E-318880B27711
978,14800501,"Car, otherwise. Autoservice |
Labor value
Inspection |
Main inspection/oil change
Months",30.0,51.0,E211,D9DE8D48-BF62-4EA8-8767-86CA1399D757
979,12E10050,Cue,2.5,2.13,R106,E58CA6F0-C6A2-4848-B66D-B4776760EF31
980,2468342,Oil filter,1.0,14.62,E413,26A15455-B945-4E92-8540-5809AFEB6B74
981,97854199,"Mass band battery
Check/instst",,11.8,C103,009044C8-BC19-4C20-A2AD-E638A0F062F6
982,23811905,Make the NOx sensor,,64.0,G315,B285F35B-81B6-425F-8DCA-29BA67439C8B
983,11010510,Additional battery,0.1,12.3,C103,DBF4F077-6CC9-4FB6-8644-B8B7D7B362F6
984,14800480,"Car, various services
0.1 l
Display frost protection",10.0,3.4,E416,0DE4D3DD-E05C-4321-8115-FBA426666F94
985,83125A85517,Disc clarification with frost protection,1.0,5.14,E416,51F5FF7F-12F2-46D3-A8E7-9CF35E3FD837
986,9900000832,Brake fluid flat rate,1.0,13.0,E402,78BDEAAF-2B27-4168-94A8-4F804E67E3D3
987,1-7MF13Z,Adblue 1 liter,10.0,29.0,A101,D31FC05E-F988-4547-ABD0-647D23B294AB
988,14800501,"Car, otherwise. Autoservice |
Labor value
Inspection |Oil change",30.0,48.9,E249,C0FF0C89-A508-48AF-9968-AF75B27C3D33
989,83125A85517,Disc clarification with frost protection,1.0,5.14,E416,B5AF5E23-7C57-4935-B437-1AE4281AAB61
990,3612001,"Complete package 1 wheel [incl.Assembly,
Balancing (stat.), Change of wheel,
Weights, valve (except RDC), small parts
and altitude disposal]",2.0,28.0,P165,2203C188-2B9E-4E6C-A79D-642E1A9D6417
991,1-7MF13Z,Adblue 1 liter,10.0,40.0,A101,5C90C306-BD2C-4808-9F18-15D87A4AD6F5
992,BR,Change of brake fluid,1.0,34.8,F506,0842409C-5E7F-43F8-A670-18409011D11C
993,6,Carry out the vehicle test,4.0,61.84,G109,4C7E8FB9-72DC-45E6-8FA4-999D37234DEC
994,7711575175,Battery EFB 70AH720A,1.0,300.4,C201,AA6AEBA2-E359-4D43-B4C7-350A822BE35D
995,,"Service oil change |
0.1l Shell Helix Ultra
Prof.AF-L 0W30",10.0,15.0,E412,A9E17501-EA75-44C9-9E03-E4DD2471EDF3
996,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,153.0,E325,39FB57FA-ADAB-40E5-B70A-6D3E8C526B95
997,2043350,Headlight glow bulb exchange,0.4,40.6,L502,63136E80-608D-45A4-AD8E-F33D665C09D9
998,401450,Change of wheel + storage,,83.9,P149,F0E0863E-91D3-429B-81E5-E9732BE83036
999,EL550,Starter battery EFB,1.0,173.17,C201,4B8C11C2-2215-4CF7-897D-E84FC710D4C6
1000,19206502,"Car, main inspection |
HU/AU external performance
Prüz., 3.1.1.1 A. VIII
StVZO (BW)",1.0,154.0,E326,0D664547-4BE2-4C55-A77A-19526932DA36
1001,27068950,Battery shop,,10.47,G116,E68963CE-4F9F-4622-B2E6-49B1E4A6C95A
1002,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,149.0,E325,239A29C9-2062-4A6F-AEE0-6C52D2A6D839
1003,RW,"Change change including storage
for a season
Old storage location: 015470
New storage location: 015297",0.7,67.14,P149,21AD61DB-5196-47FC-AE12-84A2CDACD498
1004,584520,"5.J.O.100,000km Insp.inkl.Fam/DSN",,113.3,E211,53F89C81-F782-40F9-B6CE-64AF46C66A51
1005,122,TÜV incl. Au without VAT (continuous item),1.0,161.5,E326,28F2E546-58D5-48C3-8F6D-F50B72B13825
1006,93190461,Pear,1.0,15.03,L502,BE126AE1-3148-489D-BC26-D5DAC6AF201B
1007,G052910DS,urea,25.0,43.75,A101,EBEFCDFC-3EE7-42AE-B83A-73139EA7F6A2
1008,72350LBATT,Device battery,2.0,15.0,I104,E2D982EF-68D1-4CE6-AF25-61664F01B02B
1009,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,155.4,E325,0DC392DB-F6C7-457E-BC5A-3E94D8EF0286
1010,RAD02,"Seasonal wheel change including
Storage",,79.83,P149,0BCC0E3F-D4A4-4B11-BDFA-A758E0FE8A9C
1011,922503,Offer price,,100.76,P149,A854B1F3-E72A-4E2B-896F-6A302C9B00B7
1012,93840000,Original maintenance work,,54.1,E249,40F93C52-6D8A-405C-8484-2424BE6F37D9
1013,2391870,Set brake covering,1.0,119.63,F214,34F2CBFD-57E0-489C-91EB-F6A4832F895A
1014,M100000558,"Frost protection,
Panel cleaning system (1
863)",2.0,9.8,E416,6F6FE5A8-C8F3-40B4-B576-C239BCAB69B2
1015,,0W-20 LL I,1.0,25.63,E412,1B3540B8-3503-43A9-B63D-C7144F5C1D10
1016,EV580011,MG ZS EV Maintenance Year 1.3.5.7,,144.0,E211,D8246CCA-CDD5-42BC-BFBA-8578097CFD0E
1017,12027068950,Battery loaded,,14.1,G116,58AB96FC-6C67-4C1E-94C3-6D525F5E9EB2
1018,A2476703902,Windshield,1.0,241.37,O207,069FABC0-87EB-4A36-A949-2B08BA9EA233
1019,93840000,Inspection carried out,5.0,60.5,E249,547D84D4-BB6A-4191-887C-1C8C1FB9CCF3
1020,257509TSWPICY1,OZ-WKR-PIR 255/50/19,2.0,932.78,P722,BFEDDC61-E082-428D-AEB9-7AAA16590D2B
1021,320000,Renew the key battery,0.1,11.5,I104,64FBFC67-8297-40B1-9F81-F5F00E50B809
1022,1500060,Ges/guided function,,8.75,E102,DB9F5DC7-CC40-4E3B-9F4B-84E39FC4E86B
1023,17030150,Oil checked and supplemented,,11.23,E405,7FF1DB6B-D500-4393-8564-17BD9D819AE0
1024,14800562,"Service brake |
Work value brake |
Renew brake pads
(Front axle)",18.0,29.34,F214,1FFB22FB-2FCC-42BB-B703-78BFD1F42210
1025,27060100,Battery checked,,29.8,C103,7FD436C5-CE2F-4854-8490-DB9EA3787450
1026,12356,Oil filter |Div.Oil filter,1.0,40.8,E413,79173219-7822-404B-9314-3E5159AC9F1D
1027,1617246180,"Control housewife
2 days lf time",1.0,102.23,I905,0C3927B9-E34E-4E66-8255-DEB6E4D88FBA
1028,51237468350,Front flap Castle actively right,1.0,104.42,U227,085A9FC0-C0A8-487D-8BEF-1A74AD09DE2E
1029,Z4400-01C,Change/store bikes,,83.99,P149,9AD1DB7A-9E6E-48B7-96AD-0721983E7A22
1030,1500060,Functional function,,24.24,E102,730FC9C2-7F32-40D4-AD38-4FB21344D41A
1031,1500060,GfS/guided function.,,67.92,E102,57794684-792E-4A84-BC7F-A2BDA8C6D536
1032,N10528301,Battery for remote control,1.0,3.41,I104,7D5B1B7D-6DFF-45A2-AF5C-0A2EBECF2A86
1033,312141,battery,0.2,18.0,C201,A576CFAB-0EF4-4DB5-A3B3-685DEBA66392
1034,27061900,Complete the battery,,44.4,C201,01BDFFE2-8D01-461D-BBC0-4090C3A4277C
1035,3207650,Oil filter,1.0,13.39,E413,745E4884-4709-4240-B7C9-BABCFE24F8A5
1036,OX12,"OX1266D oil filter
Mash
EAN: 4057635168496",1.0,20.52,E413,4EB11850-3D4D-4F45-8BD3-74FC819E9B29
1037,5010ZTS206557,Mature mic,,157.25,P320,2053D10F-58D8-4A93-A796-357A01109C26
1038,Kühlerfrostschutz,Coolant,0.25,1.63,R106,30C48A8A-387E-4338-BC49-150B40B94887
1039,M100000558,"Frost protection,
Panel cleaning system (1
863)",3.0,12.9,E416,9FCFA0AA-D91D-4301-9744-4C40ED4B4752
1040,14800501,"Car, otherwise. Autoservice |
Labor value
Inspection |Inspection
Service without oil change
Total time (hour): 1.30",78.0,127.14,E220,D6F64942-4A69-4C00-9047-9110137F1303
1041,320000,Renew the key battery,0.1,11.5,I104,4E609C12-1AFC-432C-9C2B-A60073D19FBF
1042,10911017,"Complete assembly car |
Complete assembly 15
Up to 17 inches",1.0,17.0,P165,78C882FD-5DC2-4AFC-AFD4-9E421BFA9AC7
1043,PT00127586-A,battery,1.0,277.24,C201,6C3E1721-5B31-4694-B119-111AA9A8EC45
1044,OC1397,Oil filter,1.0,15.6,E413,07E237F3-D0E4-47B3-B4C5-577848098725
1045,20,Oel ESP 20,0.5,9.14,E412,E4E21A84-B3D4-4F62-A282-FEF810057895
1046,40782000,Fill in adblue,1.0,10.2,A101,99CC2F55-7E38-41E2-9585-D7278927D70F
1047,5WA919275BGRU,Giver,2.0,177.62,I513,4C1B59D4-F0A8-41EB-B5BC-99BE03D44034
1048,M999999905,"Main inspection (without
VAT according to §10 paragraph 1
UStG)",1.0,100.0,E319,3EEAC232-02B7-4E46-8E87-F7D6B293AE59
1049,Z86RW416,RW4 Wheels-Full Service,,100.76,P149,D907BDD5-E9C4-4C25-98C5-F5E30109EA33
1050,27068950,Battery loaded,10.0,11.6,G116,F0BC330F-9E59-4E76-9B8A-DBCCCC1FC8A3
1051,1686610780,Mature Michelin car summer 2,2.0,243.9,P320,9B8BD246-5AE5-46FD-839D-78027EA750BF
1052,801419,Cooling system leaks,0.3,35.4,R210,F1DD33ED-E1BD-4B3B-AD08-9B67A3887298
1053,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,99.4,E318,AFFEC62C-4E65-4ED3-AE2A-073C03749592
1054,65E5AA,"Error memory query
SteuergeraetGlobaltest on
VEHICLE",0.3,33.06,E101,2F5CA2D5-F91E-4539-A84A-4C0247D35F8C
1055,ZRÄDERARVAL,"Seasonal cycle change including storage
(1 season)",,95.0,P149,3C64F13A-B41F-49E2-9357-293D303B7C6F
1056,200809,"Diagnosis It. MDI Diagnosteblatt
There is no action for this Vin",1.0,122.5,G109,E325BF21-2698-4A5E-8460-C841E93EE9CE
1057,27068950,Battery loaded,,13.1,G116,25137614-1016-4212-A5AF-F722BC97197F
1058,6430300,Replace the transmitter battery,0.1,11.8,I104,76C04BE3-5D4C-4306-B1B1-FEF12046695D
1059,A2478206900,Wiper blade,,11.7,E422,3177120F-6B3F-47DE-95FB-04A3FC8170CA
1060,G12E100DS,"Cooler frost protection
KM stand 16906;
No component in the leasing contract",0.4,4.99,R106,ADF62E4A-1A53-4037-8CF7-207027363625
1061,51230001,"otherwise. Part motor mechanics
|Frost protection glysantin G40
Pink (barrel)",3.0,2.5,R106,73493B54-A9E4-4072-A8C0-CA4C9C763D67
1062,10911017,"Complete assembly car |
Complete assembly 15
Up to 17 inches",1.0,17.0,P165,C0578A7D-D11E-42ED-B5B8-D7CC14FC58F5
1063,25680910,2 brake discs VO exchange on the vehicle 11,12.0,156.72,F208,50D3948D-A118-4DFF-A1D0-DDA9F132D0C6
1064,501005L115562,Filtering,1.0,17.1,E413,E05B620E-3045-4A49-96AC-9231AEFD9883
1065,1500000,GFS/guided function,,31.0,E102,7DCACC66-E733-4503-9C0F-B568DEF617A2
1066,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,150.0,E325,A92DACF7-48CA-4550-BDCA-381965DE302B
1067,27061900,Battery.,,56.0,C201,A9BC3EE8-854B-4399-8D0E-1DB21F418C02
1068,175092,"Fine dust sensor after the
selective catalytic reduction
-renew",0.7,90.3,G315,375A1AA7-4C5D-4B8C-908C-AC6E79514055
1069,2099515,BATTERY,1.0,228.19,C201,E54FE8E5-CDAA-4ABD-B2C4-107034878852
1070,0W30,0W-30 LL III,1.5,28.1,E412,825ED511-2469-4C4A-9743-CEEBB00C61F7
1071,Z440501,Package wheel change without balancing,,91.6,P149,13AEF0B3-D168-4B4B-BAF2-B73063E1CCC9
1072,ZRADW.WIS2,"GRW seasonal wheel change including
Storage and wheel cleaning",,88.15,P149,58881F21-F096-4A78-B2A8-A86A287B2A2B
1073,27060100,Check the battery,2.0,20.4,C103,0CAF647D-FF89-45C6-89B8-3A4DAA2134C4
1074,99999999,Perform resting measurement,30.0,37.8,C103,A15A135C-25D4-4331-BBE4-7A94C9CA560D
1075,6100006,"Vehicle diagnosis test module
carry out",6.0,91.5,G109,9A661625-3606-4382-98B8-5DB105466D2E
1076,27061900,Battery removed,,48.52,C201,EA6E71C9-32C3-4B91-8793-8B48F9D59CE5
1077,,"Motoroel 0W20
Motor Oil Supra 0W20",1.5,26.25,E412,AB158FA0-AF1A-4DB6-AF84-1FA5F3259502
1078,27060150,Battery checked,0.1,8.99,C103,E433C48E-78A4-4A61-9A7C-1CC8698AC9B4
1079,4025510,Exchange of the heated LambdaSonde sensor,0.6,64.38,G315,357EDEE4-F70A-4C2E-BBC0-2977BD3635E8
1080,13.0460-4807.2,"Brake padding,
Disc brake",1.0,109.52,F214,3DCDAC6A-8BD7-4CC5-B61B-BB141CE15346
1081,N10528301,BATTERY,1.0,3.41,I104,71CFDDE5-CCFB-4383-8A2A-7517709F94FD
1082,559459,Set TPMS sensor,4.0,140.15,P180,81071941-D8E7-4F6B-ABBA-B12C0D0A89E6
1083,83125A85518,Disc clarification with frost protection,1.0,18.91,E416,89081E9B-BA1E-4FD4-837C-24EBDFB9DB3B
1084,66209826784,Parking sensor,1.0,115.36,I514,77DA6EE5-5B03-4AA7-8EB4-5E3E4DB7085B
1085,27065550,Battery replaced,,12.0,C201,66AEF633-CE6F-4470-97A1-004D1CAF98D5
1086,27061900,Complete the battery,40.0,56.8,C201,2EA45FD6-19D9-496E-A8B6-C38FCFA50C41
1087,1654509380,SPARK PLUG,1.0,21.82,E427,D55DB732-C764-4BBF-BE7B-280C3ADEA5F5
1088,Z4400-01B,Change/store bikes,,133.61,P149,8494BFC5-9FE8-4337-B5A6-5651E749CF02
1089,SPL1001360320000,Adblue 1 liter,11.0,31.9,A101,07946FB3-3544-4A40-B88C-A7A6FE8E740A
1090,1-EBC-345,"Tuev acceptance / HU
To para.29 StVO",1.0,158.0,E325,D56BC16F-404D-4EE2-AB02-C6C1DEFF5E71
1091,Z4400-01A,Change/store 4 wheelers,,108.4,P149,48FBD26A-4BDA-4F9F-B4A3-304C7C1D2783
1092,P1,40-1453 addition to complete,,121.85,P149,6E2D8250-B071-46F4-9ABB-0D66431587BA
1093,12159,Review according to § 29 StVZO,,151.0,E326,F0B21992-1F1D-41EB-8DB9-C38EDEB6B069
1094,99999999,"Seasonal wheel change
With storage and balancing",1.0,105.0,P149,9D986473-95D9-4B63-842A-73D6490647D9
1095,93840000,Original maintenance work,0.5,58.5,E249,5868DD75-693D-4060-AF24-7498E4622785
1096,W1,"Mount winter bikes with storage for
Max. 8 months.Lo: R-",0.9,109.16,P149,E3E76100-C918-4A9B-AA22-CBA73595EF66
1097,2050069103,"Other
Frost protection/disc cleaner",10.0,5.0,E416,E018E02A-9237-434E-BE78-483294948A6A
1098,14802200,"Service oil change |
0.1l Helix Ultra Prof
AR-L 0W20",5.0,7.5,E412,66F7F692-3192-4E56-8B01-29E891F26E9B
1099,36115B4E070,"225/55R17 101h RDC
Complete bike winter midnig
Fuel efficiency class: C
Wet liability class
Volume in DB",4.0,1396.28,P713,D70854A8-3FEE-4F4F-B3BC-58CCC2468810
1100,MG4MF1Y,"MG4 Maintenance for 24,000 km / 1 year
Perform free carro control
Overall 1) Inspection",1.0,126.9,E211,5641EEE1-3E4A-4513-94B9-A3B39EBD9745
1101,1500000,GfS/guided function.,,23.1,E102,BBFDFB32-1259-4688-B832-052F77678644
1102,32324600,Charging cable,1.0,316.89,W501,E4896C0F-43A4-4B90-989E-EC65E9EB1AF3
1103,212,Template HU-Buehr incl.VAT.,1.0,99.0,E319,9E80E290-2CDB-48BB-B754-4E054D3477F4
1104,290990,Diagnostic unit followed/Herst.,0.3,35.7,G109,08EFADEF-32E3-4C1B-B132-28394DCDA3BA
1105,1680583880,Hi disc+topping,1.0,293.82,F206,BF712C2F-FF8D-40D7-8A5A-D2654E723CC9
1106,1675652280,Motoroel 0W20 (0V0401547-A20),2.0,38.0,E412,DDD5905A-ADF9-486F-9229-A8D6FB3CBA7C
1107,1500000,"GfS/guided function.
-damage",,48.8,E102,BE83D3B3-CF0F-4B78-BF28-4F485E8D5686
1108,66585520,Replace the rear spoiler,,66.0,Q139,988831F2-BCB0-469F-9F54-CF6FA2776379
1109,9002000,Hol-and Bringservice,1.0,28.0,X608,9FBAC87C-7F39-4059-B794-51E29DF03AEB
1110,NL16009,Adblue fill in BMW Rent,2.0,29.0,A101,F2E8DFBB-5718-4CE7-B641-A12998A6CC3A
1111,3207650,Oil filter,1.0,13.39,E413,8956C21B-662B-4392-9514-63839493043E
1112,32324600,Charging cable,1.0,316.89,W501,268B1546-EB56-4EFE-801C-7A30B81E4067
1113,10911017,"Complete assembly car |
Complete assembly 15
Up to 17 inches",3.0,51.0,P165,A687D47C-5AAC-4081-B66D-B27505864EFA
1114,422881,"2 brake discs of the
Remove, install the rear axle,
N.B.renew
(Brake sheet
expanded)",12.0,167.65,F205,055ABFB2-0CC9-45A8-ACEB-A7CD6D413BDA
1115,542401,"Control unit
Renew the coat pipe module
(according to PRUEFUG)",8.0,128.22,I905,9C5CC0DF-0281-41B6-8525-2E6821265715
1116,14800562,"Service brake |
Work value brake |
Both brake discs
renew (rear axle)
[Minutes]",60.0,97.8,F205,A6287086-0E7C-4518-8EDF-CB97CEE24964
1117,99998888600,Assembly,1.0,6.57,P204,D56E05AD-0F97-4CEF-B3CC-290F88EC9D45
1118,A001982820826,Bordnet battery,1.0,321.36,C201,F19C06FA-7CEC-4BB9-8DBD-1DE94064C311
1119,312111,Check the battery,0.2,23.8,C103,73F48603-F268-401E-9381-7EEB3896EA2E
1120,,"Service oil change |
0.1l Helix Ultra ect
C2/C3 0W30",10.0,15.0,E412,DF3A7C4D-56E6-4E82-956D-3A1152789B80
1121,99101,Assemble complete wheels,,25.0,P165,E215B62B-BA49-4872-A7A6-F60AE0F22815
1122,1EBC345,"Tuev acceptance / HU
To para.29 StVO",1.0,154.0,E326,9B006568-CBA3-4226-9E94-856470E0D359
1123,1500060,Functional function,,24.24,E102,55E2C8BF-8914-4977-AB92-7999995EADC4
1124,ZUBS55,LL3 0W-30,0.7,13.65,E440,5E3643AB-44B3-4019-9806-DB64A7D2E5E6
1125,99999999,Coolant system checked,,26.0,R210,47201028-27BF-4D8C-8670-B49208794349
1126,17008,Freedom,1.0,,E418,607F1F38-C847-449F-9B10-DBC114FBEC39
1127,83125B5ED57,"BMW disc clear with
Frost protection",1.0,5.8,E416,2F48B81D-6279-408F-B894-7844A2C51DC0
1128,570301,"Main inspection including
Au with exhaust gas measurement",1.0,156.0,E326,83C6955D-1F2B-4C55-9C3F-D4AC35AF0C22
1129,910315,"Main inspection including
Emissions",1.0,155.4,E326,D3CF1BD8-C37D-460B-8531-5EF879F7106E
1130,SLM,Renew the battery,0.3,27.75,C201,D83A4042-40DC-437E-9777-915E69A337C7
1131,1199000,"Check AHK, no longer drives",4.0,64.6,E102,1DFE1386-A745-4709-9F13-8FFE3B67F756
1132,G052164DS,Dislaves,1.0,6.01,E416,909E85DD-62AE-4596-B046-29C820FFD97A
1133,PS93190461,H7 light bulb,1.0,16.7,L502,FA6BC966-5296-4A9F-928A-C4CA2E64D976
1134,1090035,"Maintenance service after
Manufacturer specification (see
Maintenance plan): Inspection
Service with oil change
carry out",13.0,132.6,E220,5BDDCF6F-40E9-440B-A0BD-F1EE67F5E881
1135,26883552,Fill in adblue,1.0,10.2,A101,9DADF3B0-502A-4871-B611-5877DFF1FF0F
1136,27065550,Replace the battery,,14.8,C201,11128EE3-EA76-40C9-9381-30F9BF180C10
1137,72350L-BATT,Device battery,1.0,6.0,I104,DFEF17D2-1314-463A-96C9-45641C16C78C
1138,Z4400-01B,Change/store bikes,,133.61,P149,2A1EC54A-0437-4D62-9AE2-692D9920E0D1
1139,93840000,Inspection carried out,5.0,60.5,E249,67B7DE31-3F1D-499D-90C2-A709E2EAEAAB
1140,2999999,"Motor control lamp
Read out fault memory
and delete",,44.4,E101,39FBC6DA-937A-46C1-88F5-FF0D6486A5D0
1141,27068950,Battery shop,,109.2,G116,AC6024E4-2F11-41CB-8821-7E49D89D20E9
1142,1340020,"Maintenance service after
Manufacturer specification (see
Maintenance plan): Inspection
Service without oil change,
carry out",10.0,102.0,E220,A64AB99F-A410-4F59-9FD5-8F2BCC759610
1143,93160455,"CLEANER
Inspections: unique controls/work",1.0,3.0,E416,03724125-B584-4537-9355-2A4F4A1A51CC
1144,KIA1,"Carry out the maintenance kia
DANGER:
Every maintenance must be before the day of
The guarantee registered with the manufacturer
Start date and before reaching the
KM limit according to the maintenance interval
(See maintenance checkbook)
Be guided.
A covering can be covered
Loss warranty.",8.0,87.32,E211,8FBC2D01-8B97-43F9-A8EE-1E29DC67EC46
1145,27065550,Replace the battery,37.0,14.18,C201,32C0240B-86FA-4ED4-983B-7BB549ED2D66
1146,93840000,Original maintenance work,0.6,84.46,E249,7E82E6F3-59DD-4B72-BCE4-0D61F61958F1
1147,1678168180,"Set of 4 brake pads
Vo",1.0,114.58,F214,83188D71-5059-4356-BEA1-A5A86698A18E
1148,14800559,"Service shock absorber
|Labor value
Front axle |
Labor value
Front axle",18.0,30.6,T237,6DDB963E-E1A3-41C0-A8CE-BA9927A65CA6
1149,27068950,Battery loaded,,16.9,G116,62811A7C-F2AA-4992-8070-E9247F0A7935
1150,27060100,Battery checked,,27.0,C103,1578088F-826D-496D-B127-52E334949A81
1151,12159,Review according to § 29 StVZO,,151.0,E326,57055BA3-6315-43C4-AE9F-4E1B943D6BF4
1152,32324600,Charging cable,1.0,316.89,W501,40DBB7B3-77BF-4F67-BBF8-050487577973
1153,W215657HBLMA,Ripe bri,2.0,350.28,P404,269A5C91-2A5A-4ACC-87DD-8A043C21F944
1154,23811955,Make the NOx sensor,,64.0,G315,B285F35B-81B6-425F-8DCA-29BA67439C8B
1155,ZATBAS+R,"Tire replacement ATBAS offer 1 tires
including wheel",,28.99,P165,6CA6BE8E-9AC7-477C-B67B-C507289C1714
1156,43920005,"otherwise. Part motor mechanics
|Dressing box",1.0,20.0,X534,4985C6F4-EB6A-4336-BCC9-5F96D70C742C
1157,6032/BLISTER/1#VVARTA,VARTA ELECTRONICS CR2032,3.0,10.06,I104,44269C8A-2930-495F-B37D-E071DE6446AC
1158,4041510,Replace the battery,0.3,37.38,C201,92DB54DC-1501-4A55-AA24-E8CCDA02B15A
1159,14800501,"Car, otherwise. Autoservice |
Labor value
INSPECTION",1.0,68.46,E249,077EDB8E-4C79-4975-BAB0-9241EF5A203E
1160,99999999,Replace 1 tires,1.0,13.0,P165,1AC0C62F-A44D-4C13-BAFC-A678CA418E49
1161,1152,"Assembly package with
Disposal of cars (assembly",1.0,17.0,P165,807C3FC0-6CB2-48D0-BC0F-4E820331F3B3
1162,290990,Diagnostic unit followed/Herst.,0.3,35.7,G109,AC3108FA-0DF7-45C2-8077-7B2C9BD4C8A3
1163,N10528301,"BATTERY
For keys",1.0,3.41,I104,0FCB2167-0EED-42E7-A0CB-ED25B85B8DAD
1164,1500060,GfS/guided function.,,60.65,E102,A0CF6AB2-5324-470F-B42B-43E7F9BDB5C5
1165,1362668,Replace the diesel particle sensor,8.0,144.16,G315,4B44D844-2C92-41CD-BCE5-3D08358407A9
1166,1030035,"Maintenance service after
Manufacturer specification (see
Maintenance plan): Inspection
Service with oil change
carry out",13.0,132.6,E220,3B1047D6-2854-4860-93B2-EC829DDF1013
